Height,Wind
38307,4841
38309,4846
38312,4850
38312,4859
38313,4864
38314,4868
38317,4872
38319,4877
38321,4883
38321,4889
38322,4893
38325,4897
38327,4902
38331,4906
38331,4916
38332,4920
38335,4924
38338,4928
38340,4934
38340,4940
38341,4944
38344,4948
38347,4952
38347,4971
38347,4977
38348,4981
38351,4985
38353,4990
38355,4996
38355,5004
38355,5010
38357,5015
38359,5020
38361,5026
38361,5034
38362,5038
38365,5042
38368,5046
38368,5062
38370,5066
38371,5070
38373,5075
38376,5079
38376,5087
38376,5093
38377,5097
38380,5101
38382,5106
38382,5116
38382,5122
38383,5126
38386,5130
38389,5134
38391,5140
38391,5153
38392,5157
38395,5161
38397,5166
38397,5183
38397,5189
38398,5193
38401,5197
38401,5208
38401,5218
38402,5223
38403,5227
38406,5231
38408,5236
38412,5240
38412,5250
38413,5254
38416,5258
38418,5263
38420,5269
38420,5280
38421,5284
38424,5288
38427,5292
38429,5298
38431,5302
38431,5310
38431,5317
38434,5321
38434,5329
38434,5336
38435,5340
38438,5344
38440,5349
38440,5360
38440,5366
38441,5370
38444,5374
38444,5381
38444,5392
38446,5396
38446,5402
38449,5406
38449,5414
38450,5421
38450,5429
38451,5433
38454,5437
38457,5441
38461,5445
38463,5449
38463,5461
38466,5465
38469,5469
38469,5477
38469,5494
38470,5498
38473,5502
38473,5509
38476,5514
38476,5523
38477,5527
38477,5535
38480,5539
38484,5543
38484,5553
38485,5557
38488,5561
38488,5568
38490,5574
38490,5581
38490,5586
38493,5590
38493,5597
38493,5608
38495,5612
38496,5616
38498,5621
38500,5626
38500,5634
38500,5640
38501,5644
38504,5648
38504,5655
38506,5661
38508,5665
38508,5673
38508,5680
38511,5684
38512,5691
38512,5698
38513,5702
38515,5707
38518,5711
38518,5720
38518,5726
38519,5730
38521,5735
38522,5741
38524,5747
38524,5753
38525,5757
38528,5761
38530,5766
38530,5775
38532,5779
38533,5783
38535,5788
38538,5792
38540,5798
38540,5809
38541,5813
38543,5818
38545,5823
38545,5839
38547,5843
38548,5847
38551,5851
38554,5855
38558,5859
38560,5863
38560,5875
38562,5880
38565,5884
38567,5890
38567,5896
38568,5900
38571,5904
38573,5909
38575,5915
38575,5924
38576,5928
38579,5932
38579,5939
38583,5943
38585,5947
38585,5958
38585,5968
38585,5975
38589,5979
38591,5983
38592,5987
38595,5991
38598,5995
38600,6001
38600,6022
38601,6026
38603,6031
38606,6035
38606,6044
38607,6049
38608,6053
38611,6057
38611,6064
38613,6070
38613,6076
38614,6080
38617,6084
38617,6091
38620,6096
38622,6100
38623,6104
38626,6108
38628,6113
38628,6122
38629,6127
38629,6134
38631,6139
38634,6143
38634,6152
38636,6156
38637,6160
38640,6164
38642,6169
38644,6175
38646,6179
38647,6183
38650,6187
38652,6192
38656,6196
38656,6216
38657,6220
38660,6224
38660,6231
38662,6237
38662,6243
38663,6247
38666,6251
38669,6255
38669,6265
38669,6271
38670,6275
38673,6279
38676,6283
38678,6289
38678,6295
38679,6299
38682,6303
38685,6307
38687,6313
38687,6319
38688,6323
38690,6328
38692,6333
38694,6339
38694,6345
38695,6349
38698,6353
38701,6357
38703,6363
38703,6380
38704,6384
38707,6388
38709,6393
38711,6399
38711,6407
38712,6411
38715,6415
38717,6420
38717,6432
38719,6436
38720,6440
38723,6444
38726,6448
38726,6458
38728,6462
38728,6470
38730,6475
38732,6480
38736,6484
38736,6496
38737,6500
38740,6504
38740,6511
38741,6518
38743,6522
38744,6526
38747,6530
38749,6535
38749,6549
38749,6555
38750,6559
38753,6563
38755,6568
38755,6577
38757,6581
38758,6585
38761,6589
38764,6593
38764,6608
38764,6619
38765,6623
38768,6627
38771,6631
38773,6637
38773,6649
38774,6653
38777,6657
38777,6664
38779,6670
38779,6677
38780,6681
38783,6685
38783,6692
38786,6697
38786,6704
38787,6708
38790,6712
38790,6723
38794,6727
38794,6741
38794,6752
38796,6757
38799,6761
38799,6775
38801,6779
38802,6783
38805,6787
38808,6791
38810,6797
38810,6805
38811,6809
38814,6813
38814,6820
38818,6824
38818,6832
38818,6838
38820,6843
38820,6850
38822,6856
38822,6862
38823,6866
38826,6870
38826,6877
38829,6882
38829,6889
38830,6893
38833,6897
38833,6904
38835,6910
38835,6918
38835,6924
38837,6929
38840,6933
38842,6939
38844,6943
38845,6947
38848,6951
38848,6958
38851,6963
38853,6967
38854,6971
38857,6975
38857,6982
38857,6997
38858,7002
38859,7006
38862,7010
38865,7014
38867,7020
38867,7034
38867,7040
38869,7045
38872,7049
38874,7055
38874,7074
38875,7078
38878,7082
38878,7089
38881,7094
38881,7102
38881,7108
38883,7113
38886,7117
38886,7125
38886,7135
38887,7139
38890,7143
38893,7147
38893,7160
38893,7170
38894,7174
38897,7178
38900,7182
38904,7186
38906,7190
38907,7194
38910,7198
38912,7203
38916,7207
38918,7211
38919,7215
38921,7220
38922,7226
38924,7232
38926,7236
38927,7240
38930,7244
38932,7249
38934,7255
38934,7261
38935,7265
38935,7275
38938,7279
38938,7290
38938,7297
38938,7302
38941,7306
38944,7310
38948,7314
38950,7318
38951,7322
38954,7326
38956,7331
38956,7359
38956,7365
38957,7369
38960,7373
38962,7378
38962,7387
38964,7391
38965,7395
38968,7399
38971,7403
38971,7418
38971,7424
38972,7428
38974,7433
38976,7438
38978,7444
38980,7448
38980,7456
38980,7463
38983,7467
38983,7481
38983,7488
38984,7492
38987,7496
38990,7500
38990,7513
38990,7519
38991,7523
38994,7527
38997,7531
38997,7541
38997,7551
38997,7557
38998,7563
39001,7567
39005,7571
39005,7581
39005,7589
39005,7596
39008,7600
39008,7608
39008,7615
39009,7619
39012,7623
39015,7627
39015,7635
39015,7645
39016,7649
39019,7653
39022,7657
39022,7670
39024,7674
39025,7678
39028,7682
39030,7687
39031,7694
39031,7701
39032,7705
39035,7709
39035,7716
39038,7721
39040,7725
39040,7734
39040,7742
39043,7746
39043,7755
39044,7760
39045,7764
39048,7768
39050,7773
39050,7783
39050,7789
39051,7793
39052,7799
39054,7804
39055,7811
39057,7815
39058,7819
39060,7824
39063,7828
39063,7837
39064,7842
39064,7847
39067,7851
39070,7855
39072,7861
39074,7865
39075,7869
39078,7873
39081,7877
39081,7898
39083,7902
39084,7906
39084,7918
39087,7922
39088,7929
39088,7936
39088,7941
39091,7945
39093,7950
39094,7957
39095,7962
39096,7966
39099,7970
39101,7975
39102,7982
39104,7986
39105,7990
39108,7994
39110,7999
39114,8003
39114,8013
39115,8017
39117,8022
39120,8026
39124,8030
39124,8042
39125,8046
39128,8050
39130,8055
39132,8061
39134,8065
39135,8069
39138,8073
39140,8078
39141,8085
39141,8102
39141,8107
39144,8111
39147,8115
39151,8119
39153,8123
39154,8127
39154,8143
39157,8147
39159,8153
39159,8162
39160,8166
39163,8170
39163,8177
39167,8181
39167,8189
39167,8195
39169,8200
39171,8205
39172,8212
39172,8227
39173,8231
39175,8236
39178,8240
39178,8249
39178,8255
39179,8259
39182,8263
39184,8268
39184,8279
39184,8285
39185,8289
39188,8293
39191,8297
39193,8303
39195,8307
39196,8311
39199,8315
39201,8320
39205,8324
39205,8334
39206,8338
39209,8342
39211,8347
39212,8354
39214,8358
39214,8365
39215,8371
39218,8375
39222,8379
39224,8383
39225,8387
39228,8391
39231,8395
39233,8401
39235,8405
39236,8409
39236,8418
39237,8424
39240,8429
39240,8437
39241,8441
39244,8445
39247,8449
39247,8462
39247,8470
39248,8474
39251,8478
39253,8483
39255,8489
39257,8493
39258,8497
39260,8502
39261,8508
39263,8514
39263,8522
39263,8528
39265,8533
39268,8537
39272,8541
39272,8553
39273,8557
39276,8561
39279,8565
39279,8586
39279,8592
39280,8596
39282,8601
39283,8607
39285,8613
39285,8621
39285,8627
39288,8631
39288,8639
39288,8647
39289,8652
39289,8657
39292,8661
39294,8666
39298,8670
39298,8680
39299,8684
39302,8688
39305,8692
39305,8700
39307,8704
39308,8708
39311,8712
39314,8716
39316,8722
39316,8734
39317,8738
39320,8742
39322,8747
39324,8753
39324,8761
39325,8765
39328,8769
39331,8773
39331,8783
39331,8789
39332,8793
39334,8798
39337,8802
39339,8808
39339,8818
39340,8822
39343,8826
39345,8831
39347,8837
39347,8843
39348,8847
39351,8851
39354,8855
39354,8865
39354,8871
39355,8875
39358,8879
39361,8883
39365,8887
39367,8891
39368,8895
39371,8899
39371,8906
39373,8912
39375,8916
39376,8920
39379,8924
39382,8928
39382,8971
39384,8975
39385,8979
39387,8984
39388,8990
39390,8996
39390,9004
39390,9010
39392,9015
39395,9019
39395,9029
39395,9035
39396,9039
39399,9043
39402,9047
39404,9053
39404,9059
39405,9063
39408,9067
39410,9072
39412,9078
39412,9084
39413,9088
39416,9092
39419,9096
39423,9100
39423,9110
39424,9114
39426,9119
39428,9124
39432,9128
39432,9138
39433,9142
39436,9146
39438,9151
39440,9157
39440,9166
39440,9172
39442,9177
39445,9181
39449,9185
39451,9189
39452,9193
39455,9197
39457,9202
39458,9209
39460,9213
39461,9217
39464,9221
39466,9226
39468,9232
39468,9241
39469,9245
39472,9249
39475,9253
39475,9289
39477,9293
39478,9297
39481,9301
39483,9306
39485,9312
39485,9321
39486,9325
39489,9329
39491,9334
39491,9343
39491,9349
39491,9354
39494,9358
39494,9365
39496,9371
39498,9375
39498,9383
39498,9390
39501,9394
39505,9398
39505,9408
39506,9412
39509,9416
39511,9421
39513,9427
39515,9431
39516,9435
39518,9440
39520,9445
39520,9453
39520,9459
39521,9463
39524,9467
39527,9471
39527,9479
39527,9485
39528,9489
39529,9495
39532,9499
39532,9507
39532,9515
39533,9519
39536,9523
39539,9527
39541,9533
39543,9537
39544,9541
39545,9547
39547,9552
39548,9559
39548,9566
39549,9570
39552,9574
39554,9579
39555,9586
39557,9590
39557,9597
39558,9603
39560,9608
39564,9612
39564,9623
39564,9632
39564,9640
39564,9648
39568,9652
39568,9661
39568,9668
39569,9674
39571,9679
39571,9693
39571,9703
39571,9709
39573,9714
39576,9718
39576,9731
39576,9737
39577,9741
39580,9745
39582,9750
39586,9754
39588,9758
39589,9762
39592,9766
39592,9773
39592,9793
39594,9797
39594,9803
39597,9807
39597,9815
39598,9822
39600,9826
39601,9830
39603,9835
39604,9841
39607,9846
39609,9850
39609,9861
39609,9871
39612,9875
39616,9879
39616,9889
39617,9893
39619,9898
39620,9904
39623,9909
39625,9913
39626,9917
39628,9922
39630,9927
39632,9933
39634,9937
39635,9941
39638,9945
39641,9949
39641,9959
39641,9965
39642,9969
39645,9973
39645,9981
39648,9986
39650,9990
39651,9994
39654,9998
39657,10002
39657,10012
39657,10018
39658,10022
39660,10027
39662,10032
39662,10040
39664,10044
39664,10050
39666,10055
39668,10060
39668,10068
39670,10072
39671,10076
39674,10080
39677,10084
39677,6
39679,10
39680,14
39683,18
39686,22
39686,32
39686,38
39687,42
39689,47
39692,51
39692,60
39692,66
39693,70
39694,76
39696,81
39697,88
39698,93
39699,97
39701,102
39704,106
39708,110
39710,114
39711,118
39714,122
39714,129
39716,135
39718,139
39719,143
39722,147
39725,151
39729,155
39729,165
39729,173
39731,178
39731,187
39731,195
39732,200
39733,204
39735,209
39738,213
39740,219
39742,223
39743,227
39746,231
39749,235
39751,241
39753,245
39754,249
39757,253
39759,258
39763,262
39765,266
39766,270
39769,274
39771,279
39771,297
39771,307
39772,311
39772,320
39775,324
39775,333
39776,338
39777,342
39780,346
39780,355
39783,360
39783,371
39784,375
39786,380
39788,385
39788,399
39788,405
39789,409
39792,413
39794,418
39794,430
39794,436
39795,440
39798,444
39800,449
39804,453
39804,463
39804,473
39806,478
39809,482
39809,495
39809,501
39810,505
39812,510
39813,516
39815,522
39815,529
39815,534
39818,538
39820,543
39822,549
39822,558
39823,562
39826,566
39826,573
39829,578
39829,585
39830,589
39830,597
39833,601
39834,608
39834,618
39835,622
39837,627
39840,631
39842,637
39844,641
39845,645
39848,649
39848,656
39852,660
39852,668
39853,672
39855,677
39858,681
39858,690
39860,694
39861,698
39864,702
39866,707
39868,713
39870,717
39871,721
39873,726
39875,731
39877,737
39877,745
39878,749
39881,753
39883,758
39885,764
39885,770
39886,774
39888,779
39891,783
39895,787
39895,799
39896,803
39899,807
39902,811
39902,828
39904,832
39905,836
39908,840
39911,844
39911,854
39911,860
39912,864
39915,868
39917,873
39917,905
39917,911
39918,915
39918,922
39921,926
39922,933
39922,940
39922,945
39925,949
39927,954
39929,960
39929,969
39930,973
39933,977
39936,981
39936,994
39936,1000
39937,1004
39940,1008
39943,1012
39943,1022
39943,1028
39944,1032
39946,1037
39948,1042
39950,1048
39952,1052
39953,1056
39956,1060
39959,1064
39961,1070
39963,1074
39964,1078
39967,1082
39970,1086
39970,1094
39972,1098
39973,1102
39975,1107
39976,1113
39978,1119
39978,1126
39979,1130
39981,1135
39984,1139
39984,1148
39985,1153
39986,1157
39989,1161
39992,1165
39994,1171
39994,1183
39994,1193
39996,1198
39998,1203
40000,1209
40000,1217
40001,1221
40004,1225
40007,1229
40007,1245
40007,1253
40007,1259
40009,1264
40010,1270
40014,1274
40016,1278
40017,1282
40020,1286
40022,1291
40024,1297
40024,1303
40025,1307
40028,1311
40031,1315
40031,1323
40031,1329
40032,1333
40035,1337
40038,1341
40038,1351
40038,1357
40039,1361
40042,1365
40044,1370
40044,1382
40044,1388
40045,1392
40048,1396
40051,1400
40051,1413
40053,1417
40054,1421
40057,1425
40060,1429
40062,1435
40064,1439
40065,1443
40068,1447
40071,1451
40075,1455
40075,1476
40076,1480
40079,1484
40082,1488
40084,1494
40086,1498
40087,1502
40090,1506
40092,1511
40094,1517
40094,1523
40095,1527
40098,1531
40101,1535
40101,1545
40101,1551
40102,1555
40105,1559
40107,1564
40109,1570
40109,1579
40110,1583
40112,1588
40115,1592
40117,1598
40119,1602
40120,1606
40122,1611
40123,1617
40126,1622
40126,1631
40126,1638
40128,1643
40131,1647
40133,1653
40133,1659
40134,1663
40137,1667
40140,1671
40142,1677
40144,1681
40145,1685
40148,1689
40151,1693
40151,1703
40151,1709
40151,1715
40154,1719
40154,1727
40157,1732
40157,1740
40157,1746
40158,1752
40159,1758
40161,1764
40161,1770
40162,1774
40165,1778
40168,1782
40168,1793
40170,1797
40170,1805
40170,1812
40173,1816
40173,1826
40175,1830
40176,1834
40178,1839
40179,1845
40181,1851
40181,1859
40181,1865
40183,1870
40184,1876
40188,1880
40190,1884
40191,1888
40194,1892
40197,1896
40201,1900
40201,1910
40202,1914
40205,1918
40208,1922
40210,1928
40210,1940
40211,1944
40214,1948
40217,1952
40219,1958
40219,1964
40220,1968
40222,1973
40224,1978
40224,1986
40224,1992
40225,1996
40228,2000
40231,2004
40231,2015
40233,2019
40234,2023
40236,2028
40237,2034
40239,2040
40241,2044
40241,2053
40241,2061
40242,2067
40245,2072
40245,2079
40245,2084
40248,2088
40248,2095
40250,2101
40250,2109
40251,2113
40254,2117
40256,2122
40258,2128
40258,2134
40259,2138
40261,2143
40264,2147
40266,2153
40268,2157
40269,2161
40272,2165
40275,2169
40275,2189
40275,2197
40276,2201
40279,2205
40282,2209
40286,2213
40286,2223
40287,2227
40290,2231
40293,2235
40297,2239
40297,2249
40298,2253
40300,2258
40303,2262
40303,2271
40303,2277
40304,2281
40307,2285
40309,2290
40311,2296
40313,2300
40314,2304
40317,2308
40320,2312
40322,2318
40322,2324
40323,2328
40326,2332
40329,2336
40331,2342
40333,2346
40334,2350
40337,2354
40340,2358
40344,2362
40346,2366
40347,2370
40350,2374
40353,2378
40353,2442
40353,2465
40354,2469
40354,2476
40357,2480
40361,2484
40361,2496
40362,2500
40362,2511
40365,2515
40369,2519
40369,2529
40369,2537
40369,2544
40372,2548
40373,2555
40375,2559
40376,2563
40376,2572
40377,2578
40381,2582
40381,2591
40382,2595
40385,2599
40387,2604
40391,2608
40393,2612
40394,2616
40396,2621
40398,2626
40400,2632
40402,2636
40403,2640
40406,2644
40409,2648
40409,2666
40409,2672
40410,2676
40412,2681
40413,2687
40415,2693
40415,2701
40416,2705
40419,2709
40419,2716
40422,2721
40424,2725
40425,2729
40427,2734
40430,2738
40430,2747
40432,2751
40433,2755
40436,2759
40439,2763
40439,2778
40439,2788
40439,2794
40440,2800
40442,2805
40446,2809
40446,2819
40447,2823
40450,2827
40452,2832
40452,2846
40454,2850
40455,2854
40457,2859
40458,2865
40460,2871
40460,2877
40460,2884
40461,2890
40463,2895
40465,2901
40465,2910
40465,2917
40467,2922
40469,2927
40471,2933
40471,2939
40472,2943
40475,2947
40477,2952
40479,2958
40481,2962
40482,2966
40482,2979
40485,2983
40485,2997
40485,3007
40486,3011
40489,3015
40492,3019
40492,3039
40492,3045
40493,3049
40495,3054
40496,3060
40498,3066
40500,3070
40501,3074
40503,3079
40504,3085
40506,3091
40508,3095
40509,3099
40512,3103
40515,3107
40517,3113
40517,3123
40518,3127
40521,3131
40521,3138
40523,3144
40523,3150
40524,3154
40527,3158
40530,3162
40530,3172
40530,3178
40531,3182
40534,3186
40537,3190
40539,3196
40539,3209
40540,3213
40543,3217
40545,3222
40547,3228
40547,3236
40548,3240
40551,3244
40551,3251
40555,3255
40555,3265
40556,3269
40556,3278
40559,3282
40560,3289
40562,3293
40562,3300
40563,3306
40566,3310
40566,3318
40566,3326
40567,3330
40570,3334
40572,3339
40572,3348
40573,3353
40573,3358
40576,3362
40578,3367
40580,3373
40580,3382
40581,3386
40583,3391
40586,3395
40588,3401
40590,3405
40591,3409
40593,3414
40594,3420
40596,3426
40598,3430
40598,3438
40598,3445
40601,3449
40601,3462
40601,3469
40601,3474
40603,3479
40605,3484
40605,3492
40605,3498
40606,3502
40609,3506
40612,3510
40614,3516
40614,3529
40615,3533
40615,3541
40617,3546
40619,3552
40621,3556
40622,3560
40625,3564
40628,3568
40630,3574
40630,3586
40631,3590
40634,3594
40637,3598
40637,3608
40639,3612
40640,3616
40643,3620
40646,3624
40648,3630
40648,3638
40649,3642
40649,3650
40652,3654
40652,3663
40654,3667
40655,3671
40658,3675
40658,3682
40662,3686
40664,3690
40665,3694
40668,3698
40671,3702
40671,3710
40673,3714
40673,3720
40675,3725
40677,3730
40679,3736
40681,3740
40682,3744
40685,3748
40688,3752
40688,3762
40688,3768
40689,3772
40692,3776
40695,3780
40695,3790
40695,3796
40696,3800
40698,3805
40699,3811
40699,3819
40700,3824
40700,3829
40703,3833
40706,3837
40710,3841
40710,3853
40711,3857
40714,3861
40716,3866
40718,3872
40718,3878
40719,3882
40722,3886
40724,3891
40724,3905
40724,3911
40725,3915
40728,3919
40731,3923
40731,3940
40731,3946
40732,3950
40735,3954
40738,3958
40738,3966
40738,3972
40739,3976
40742,3980
40742,3987
40746,3991
40746,4001
40747,4005
40750,4009
40753,4013
40755,4019
40757,4023
40758,4027
40761,4031
40764,4035
40768,4039
40768,4049
40769,4053
40772,4057
40775,4061
40777,4067
40777,4073
40778,4077
40780,4082
40783,4086
40785,4092
40785,4102
40785,4108
40787,4113
40790,4117
40790,4125
40790,4138
40791,4142
40794,4146
40797,4150
40799,4156
40799,4176
40800,4180
40803,4184
40806,4188
40810,4192
40810,4204
40811,4208
40813,4213
40814,4219
40817,4224
40819,4228
40819,4237
40822,4241
40822,4252
40822,4262
40822,4273
40822,4278
40825,4282
40827,4287
40829,4293
40829,4304
40829,4312
40832,4316
40832,4326
40836,4330
40838,4334
40838,4345
40838,4355
40838,4362
40840,4368
40840,4374
40841,4378
40843,4383
40844,4389
40844,4399
40844,4405
40845,4409
40847,4414
40848,4420
40851,4425
40853,4429
40854,4433
40857,4437
40857,4444
40857,4463
40857,4469
40858,4473
40861,4477
40863,4482
40864,4489
40864,4500
40865,4504
40867,4509
40870,4513
40872,4519
40872,4525
40873,4529
40876,4533
40876,4540
40880,4544
40882,4548
40883,4552
40886,4556
40889,4560
40889,4579
40889,4585
40890,4589
40892,4594
40895,4598
40897,4604
40897,4615
40897,4621
40899,4626
40901,4631
40903,4637
40905,4641
40906,4645
40909,4649
40912,4653
40914,4659
40916,4663
40917,4667
40919,4672
40922,4676
40922,4685
40922,4693
40922,4698
40925,4702
40925,4709
40926,4716
40926,4722
40927,4726
40929,4731
40930,4737
40932,4743
40932,4751
40933,4755
40935,4760
40938,4764
40938,4773
40938,4781
40939,4785
40942,4789
40944,4794
40945,4801
40946,4806
40947,4810
40950,4814
40952,4819
40953,4826
40953,4837
40954,4841
40956,4846
40959,4850
40959,4859
40960,4864
40961,4868
40964,4872
40966,4877
40968,4883
40968,4889
40969,4893
40972,4897
40974,4902
40978,4906
40978,4916
40979,4920
40982,4924
40985,4928
40987,4934
40987,4940
40988,4944
40991,4948
40994,4952
40994,4971
40994,4977
40995,4981
40998,4985
41000,4990
41002,4996
41002,5004
41002,5010
41004,5015
41006,5020
41008,5026
41008,5034
41009,5038
41012,5042
41015,5046
41015,5062
41017,5066
41018,5070
41020,5075
41023,5079
41023,5087
41023,5093
41024,5097
41027,5101
41029,5106
41029,5116
41029,5122
41030,5126
41033,5130
41036,5134
41038,5140
41038,5153
41039,5157
41042,5161
41044,5166
41044,5183
41044,5189
41045,5193
41048,5197
41048,5208
41048,5218
41049,5223
41050,5227
41053,5231
41055,5236
41059,5240
41059,5250
41060,5254
41063,5258
41065,5263
41067,5269
41067,5280
41068,5284
41071,5288
41074,5292
41076,5298
41078,5302
41078,5310
41078,5317
41081,5321
41081,5329
41081,5336
41082,5340
41085,5344
41087,5349
41087,5360
41087,5366
41088,5370
41091,5374
41091,5381
41091,5392
41093,5396
41093,5402
41096,5406
41096,5414
41097,5421
41097,5429
41098,5433
41101,5437
41104,5441
41108,5445
41110,5449
41110,5461
41113,5465
41116,5469
41116,5477
41116,5494
41117,5498
41120,5502
41120,5509
41123,5514
41123,5523
41124,5527
41124,5535
41127,5539
41131,5543
41131,5553
41132,5557
41135,5561
41135,5568
41137,5574
41137,5581
41137,5586
41140,5590
41140,5597
41140,5608
41142,5612
41143,5616
41145,5621
41147,5626
41147,5634
41147,5640
41148,5644
41151,5648
41151,5655
41153,5661
41155,5665
41155,5673
41155,5680
41158,5684
41159,5691
41159,5698
41160,5702
41162,5707
41165,5711
41165,5720
41165,5726
41166,5730
41168,5735
41169,5741
41171,5747
41171,5753
41172,5757
41175,5761
41177,5766
41177,5775
41179,5779
41180,5783
41182,5788
41185,5792
41187,5798
41187,5809
41188,5813
41190,5818
41192,5823
41192,5839
41194,5843
41195,5847
41198,5851
41201,5855
41205,5859
41207,5863
41207,5875
41209,5880
41212,5884
41214,5890
41214,5896
41215,5900
41218,5904
41220,5909
41222,5915
41222,5924
41223,5928
41226,5932
41226,5939
41230,5943
41232,5947
41232,5958
41232,5968
41232,5975
41236,5979
41238,5983
41239,5987
41242,5991
41245,5995
41247,6001
41247,6022
41248,6026
41250,6031
41253,6035
41253,6044
41254,6049
41255,6053
41258,6057
41258,6064
41260,6070
41260,6076
41261,6080
41264,6084
41264,6091
41267,6096
41269,6100
41270,6104
41273,6108
41275,6113
41275,6122
41276,6127
41276,6134
41278,6139
41281,6143
41281,6152
41283,6156
41284,6160
41287,6164
41289,6169
41291,6175
41293,6179
41294,6183
41297,6187
41299,6192
41303,6196
41303,6216
41304,6220
41307,6224
41307,6231
41309,6237
41309,6243
41310,6247
41313,6251
41316,6255
41316,6265
41316,6271
41317,6275
41320,6279
41323,6283
41325,6289
41325,6295
41326,6299
41329,6303
41332,6307
41334,6313
41334,6319
41335,6323
41337,6328
41339,6333
41341,6339
41341,6345
41342,6349
41345,6353
41348,6357
41350,6363
41350,6380
41351,6384
41354,6388
41356,6393
41358,6399
41358,6407
41359,6411
41362,6415
41364,6420
41364,6432
41366,6436
41367,6440
41370,6444
41373,6448
41373,6458
41375,6462
41375,6470
41377,6475
41379,6480
41383,6484
41383,6496
41384,6500
41387,6504
41387,6511
41388,6518
41390,6522
41391,6526
41394,6530
41396,6535
41396,6549
41396,6555
41397,6559
41400,6563
41402,6568
41402,6577
41404,6581
41405,6585
41408,6589
41411,6593
41411,6608
41411,6619
41412,6623
41415,6627
41418,6631
41420,6637
41420,6649
41421,6653
41424,6657
41424,6664
41426,6670
41426,6677
41427,6681
41430,6685
41430,6692
41433,6697
41433,6704
41434,6708
41437,6712
41437,6723
41441,6727
41441,6741
41441,6752
41443,6757
41446,6761
41446,6775
41448,6779
41449,6783
41452,6787
41455,6791
41457,6797
41457,6805
41458,6809
41461,6813
41461,6820
41465,6824
41465,6832
41465,6838
41467,6843
41467,6850
41469,6856
41469,6862
41470,6866
41473,6870
41473,6877
41476,6882
41476,6889
41477,6893
41480,6897
41480,6904
41482,6910
41482,6918
41482,6924
41484,6929
41487,6933
41489,6939
41491,6943
41492,6947
41495,6951
41495,6958
41498,6963
41500,6967
41501,6971
41504,6975
41504,6982
41504,6997
41505,7002
41506,7006
41509,7010
41512,7014
41514,7020
41514,7034
41514,7040
41516,7045
41519,7049
41521,7055
41521,7074
41522,7078
41525,7082
41525,7089
41528,7094
41528,7102
41528,7108
41530,7113
41533,7117
41533,7125
41533,7135
41534,7139
41537,7143
41540,7147
41540,7160
41540,7170
41541,7174
41544,7178
41547,7182
41551,7186
41553,7190
41554,7194
41557,7198
41559,7203
41563,7207
41565,7211
41566,7215
41568,7220
41569,7226
41571,7232
41573,7236
41574,7240
41577,7244
41579,7249
41581,7255
41581,7261
41582,7265
41582,7275
41585,7279
41585,7290
41585,7297
41585,7302
41588,7306
41591,7310
41595,7314
41597,7318
41598,7322
41601,7326
41603,7331
41603,7359
41603,7365
41604,7369
41607,7373
41609,7378
41609,7387
41611,7391
41612,7395
41615,7399
41618,7403
41618,7418
41618,7424
41619,7428
41621,7433
41623,7438
41625,7444
41627,7448
41627,7456
41627,7463
41630,7467
41630,7481
41630,7488
41631,7492
41634,7496
41637,7500
41637,7513
41637,7519
41638,7523
41641,7527
41644,7531
41644,7541
41644,7551
41644,7557
41645,7563
41648,7567
41652,7571
41652,7581
41652,7589
41652,7596
41655,7600
41655,7608
41655,7615
41656,7619
41659,7623
41662,7627
41662,7635
41662,7645
41663,7649
41666,7653
41669,7657
41669,7670
41671,7674
41672,7678
41675,7682
41677,7687
41678,7694
41678,7701
41679,7705
41682,7709
41682,7716
41685,7721
41687,7725
41687,7734
41687,7742
41690,7746
41690,7755
41691,7760
41692,7764
41695,7768
41697,7773
41697,7783
41697,7789
41698,7793
41699,7799
41701,7804
41702,7811
41704,7815
41705,7819
41707,7824
41710,7828
41710,7837
41711,7842
41711,7847
41714,7851
41717,7855
41719,7861
41721,7865
41722,7869
41725,7873
41728,7877
41728,7898
41730,7902
41731,7906
41731,7918
41734,7922
41735,7929
41735,7936
41735,7941
41738,7945
41740,7950
41741,7957
41742,7962
41743,7966
41746,7970
41748,7975
41749,7982
41751,7986
41752,7990
41755,7994
41757,7999
41761,8003
41761,8013
41762,8017
41764,8022
41767,8026
41771,8030
41771,8042
41772,8046
41775,8050
41777,8055
41779,8061
41781,8065
41782,8069
41785,8073
41787,8078
41788,8085
41788,8102
41788,8107
41791,8111
41794,8115
41798,8119
41800,8123
41801,8127
41801,8143
41804,8147
41806,8153
41806,8162
41807,8166
41810,8170
41810,8177
41814,8181
41814,8189
41814,8195
41816,8200
41818,8205
41819,8212
41819,8227
41820,8231
41822,8236
41825,8240
41825,8249
41825,8255
41826,8259
41829,8263
41831,8268
41831,8279
41831,8285
41832,8289
41835,8293
41838,8297
41840,8303
41842,8307
41843,8311
41846,8315
41848,8320
41852,8324
41852,8334
41853,8338
41856,8342
41858,8347
41859,8354
41861,8358
41861,8365
41862,8371
41865,8375
41869,8379
41871,8383
41872,8387
41875,8391
41878,8395
41880,8401
41882,8405
41883,8409
41883,8418
41884,8424
41887,8429
41887,8437
41888,8441
41891,8445
41894,8449
41894,8462
41894,8470
41895,8474
41898,8478
41900,8483
41902,8489
41904,8493
41905,8497
41907,8502
41908,8508
41910,8514
41910,8522
